Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
15470671,34555,Female,Loyal Customer,30,Personal Travel,Eco,551,5,5,5,5,5,4,5,2,2,2,2,4,2,5,69,81.0,neutral or dissatisfied
13814551,26765,Female,Loyal Customer,60,Business travel,Eco Plus,265,4,2,2,2,4,4,1,4,4,2,5,2,5,4,14,11.0,satisfied
14103478,4929,Male,Loyal Customer,50,Business travel,Business,2124,1,1,1,1,1,1,3,5,2,1,3,1,4,4,0,0.0,neutral or dissatisfied
9021596,105272,Female,disloyal Customer,20,Business travel,Business,2479,3,3,3,3,5,3,5,5,3,5,5,3,5,5,0,0.0,neutral or dissatisfied
4531121,3441,Male,Loyal Customer,60,Business travel,Business,3538,5,5,5,5,3,5,5,4,4,4,4,3,3,4,0,2.0,satisfied
11868419,3755,Male,disloyal Customer,32,Business travel,Eco,739,1,4,2,2,2,4,2,1,1,3,1,4,1,4,0,0.0,neutral or dissatisfied
10149966,87200,Female,Loyal Customer,57,Personal Travel,Eco,2234,3,3,3,3,5,3,5,5,3,3,3,3,4,5,9,18.0,neutral or dissatisfied
5081666,56085,Female,Loyal Customer,17,Personal Travel,Eco,391,2,4,4,4,1,1,1,1,2,2,4,2,2,1,0,0.0,neutral or dissatisfied
819124,94998,Female,disloyal Customer,21,Business travel,Business,486,5,0,5,5,4,4,5,4,4,5,4,3,4,4,10,34.0,satisfied
5168511,711,Male,Loyal Customer,57,Business travel,Business,167,5,2,5,2,4,5,4,4,4,5,5,3,4,4,28,1.0,satisfied
2518373,15126,Male,Loyal Customer,7,Personal Travel,Eco,290,4,4,0,3,4,4,2,4,5,2,4,3,5,4,22,12.0,neutral or dissatisfied
12993945,96713,Female,Loyal Customer,48,Business travel,Business,3298,4,5,5,5,4,3,3,0,2,2,2,5,0,4,4,0.0,satisfied
6922385,79138,Male,Loyal Customer,57,Business travel,Business,2076,5,5,5,5,5,5,5,5,3,4,5,5,5,5,0,0.0,satisfied
3995487,49634,Male,Loyal Customer,33,Business travel,Business,1735,1,1,1,1,5,1,5,5,4,5,5,5,3,5,0,0.0,satisfied
8040894,32001,Male,Loyal Customer,52,Business travel,Business,1693,1,1,1,1,3,4,4,4,4,1,5,4,4,3,2,0.0,satisfied
11414444,18071,Female,disloyal Customer,27,Business travel,Eco,197,0,0,0,3,4,0,4,4,5,1,5,3,4,4,0,0.0,neutral or dissatisfied
6359307,12982,Male,Loyal Customer,63,Personal Travel,Eco Plus,2111,3,4,3,5,3,3,3,3,1,3,1,1,4,3,2,0.0,neutral or dissatisfied
11683961,42260,Female,Loyal Customer,55,Personal Travel,Eco Plus,166,2,4,0,1,2,2,2,2,1,2,5,2,4,2,14,13.0,neutral or dissatisfied
9690551,21210,Female,Loyal Customer,12,Business travel,Business,709,4,4,4,1,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
13447480,101677,Male,Loyal Customer,44,Business travel,Business,2962,5,4,5,5,4,4,4,4,3,5,3,3,5,4,25,23.0,satisfied
532746,9469,Male,disloyal Customer,18,Business travel,Eco Plus,1094,1,1,3,1,1,1,1,1,3,2,3,1,3,4,16,12.0,neutral or dissatisfied
12128978,87551,Female,Loyal Customer,56,Personal Travel,Eco,939,2,5,0,3,2,2,2,4,4,2,4,4,4,3,4,0.0,neutral or dissatisfied
11360715,88263,Male,Loyal Customer,60,Business travel,Business,3729,3,1,3,1,3,4,4,3,4,3,5,5,5,3,0,0.0,satisfied
11667273,1741,Male,Loyal Customer,61,Business travel,Business,3841,4,4,3,3,4,4,4,4,4,5,5,4,5,4,73,84.0,satisfied
6988823,83056,Female,Loyal Customer,55,Business travel,Business,285,3,3,3,3,3,5,5,5,5,2,5,4,5,3,2,0.0,satisfied
12726725,55388,Male,Loyal Customer,56,Business travel,Business,1339,5,1,5,1,2,5,5,4,4,4,4,5,5,4,4,0.0,satisfied
11892423,40936,Male,Loyal Customer,29,Personal Travel,Eco,359,1,4,3,4,3,1,2,5,5,5,5,4,5,1,0,0.0,neutral or dissatisfied
3163294,35909,Female,disloyal Customer,21,Business travel,Eco,313,1,1,1,3,5,3,5,5,3,1,1,5,2,5,0,2.0,neutral or dissatisfied
14078372,799,Female,Loyal Customer,65,Personal Travel,Eco,396,2,4,2,4,5,2,5,5,2,5,3,4,5,5,10,48.0,neutral or dissatisfied
14029402,50160,Male,Loyal Customer,29,Business travel,Eco,311,1,0,4,3,1,4,3,1,1,1,1,3,1,1,4,0.0,neutral or dissatisfied
6872550,97829,Male,Loyal Customer,51,Business travel,Business,2910,4,5,5,3,4,4,5,4,3,4,4,4,4,4,3,0.0,satisfied
8999867,43044,Male,Loyal Customer,48,Business travel,Eco,306,4,2,4,5,4,4,4,4,4,4,4,3,5,4,0,0.0,satisfied
5199411,20810,Male,Loyal Customer,15,Personal Travel,Eco Plus,739,1,4,1,3,2,1,2,2,5,5,5,2,4,2,0,0.0,neutral or dissatisfied
13775913,95193,Female,Loyal Customer,32,Business travel,Business,2334,2,2,2,5,2,2,5,2,5,2,3,3,5,5,53,30.0,neutral or dissatisfied
7720524,28814,Female,Loyal Customer,38,Business travel,Business,3618,1,5,5,5,5,1,5,5,4,3,3,3,1,5,70,110.0,satisfied
6806333,99403,Female,Loyal Customer,10,Personal Travel,Eco Plus,953,1,5,1,5,4,4,2,2,1,5,2,5,2,4,3,0.0,neutral or dissatisfied
14656918,93439,Male,disloyal Customer,21,Business travel,Business,836,1,2,2,2,3,1,4,3,4,1,4,4,3,4,0,14.0,neutral or dissatisfied
6387948,126028,Female,Loyal Customer,45,Business travel,Business,2424,4,4,4,3,2,4,2,2,3,5,5,3,5,2,27,15.0,satisfied
11836742,91946,Male,Loyal Customer,53,Business travel,Business,2222,2,5,5,5,3,2,3,3,4,1,4,2,4,3,21,32.0,satisfied
16159837,34031,Male,disloyal Customer,45,Business travel,Eco Plus,130,4,4,5,5,3,4,3,3,4,3,4,4,4,3,0,4.0,satisfied
10655172,5816,Female,Loyal Customer,53,Business travel,Business,1732,5,5,5,5,4,5,5,2,2,2,2,3,2,4,16,13.0,satisfied
8990573,10409,Female,disloyal Customer,20,Business travel,Eco,376,2,0,3,2,2,3,3,2,4,2,5,3,4,2,33,35.0,neutral or dissatisfied
13879774,33528,Female,Loyal Customer,48,Business travel,Business,354,2,1,1,1,5,2,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
11386364,9331,Female,disloyal Customer,28,Business travel,Eco Plus,722,1,1,1,3,3,2,3,3,1,1,3,3,4,3,0,37.0,neutral or dissatisfied
1789923,19708,Female,disloyal Customer,42,Business travel,Eco,2560,2,2,2,1,2,2,2,2,3,1,3,2,4,2,12,0.0,neutral or dissatisfied
15771186,16420,Male,Loyal Customer,15,Business travel,Eco,411,4,4,4,4,2,4,5,5,4,5,5,5,5,5,0,0.0,satisfied
13662034,90935,Male,Loyal Customer,63,Business travel,Eco,4079,4,4,4,5,1,4,1,4,4,3,4,5,4,5,83,108.0,satisfied
536081,37981,Female,Loyal Customer,57,Business travel,Eco Plus,97,2,2,2,2,3,5,4,4,4,4,3,3,2,3,0,0.0,satisfied
5194527,90662,Male,Loyal Customer,31,Business travel,Business,1643,1,3,2,3,3,4,5,4,4,5,4,3,4,3,0,0.0,satisfied
9201986,3513,Male,Loyal Customer,35,Business travel,Business,388,5,5,5,3,2,4,5,5,5,5,5,5,5,3,15,33.0,satisfied
15813035,27667,Male,Loyal Customer,35,Business travel,Business,3129,2,5,2,5,5,4,5,0,3,4,4,4,1,3,3,13.0,satisfied
9925779,56822,Female,disloyal Customer,23,Business travel,Eco,783,1,1,1,1,3,1,3,3,1,1,2,1,3,3,45,40.0,neutral or dissatisfied
4360209,109786,Female,Loyal Customer,30,Business travel,Business,2379,3,3,3,3,4,5,5,5,5,5,5,5,5,4,10,15.0,satisfied
9387753,91775,Female,Loyal Customer,53,Business travel,Business,386,2,3,2,3,2,4,5,4,4,4,4,3,4,4,13,9.0,satisfied
12658511,77274,Female,Loyal Customer,24,Business travel,Eco,259,2,2,2,3,1,2,3,3,1,1,3,4,3,1,3,18.0,neutral or dissatisfied
6619766,13998,Female,Loyal Customer,54,Personal Travel,Eco,928,2,2,2,2,5,2,5,5,3,2,4,4,4,5,0,10.0,neutral or dissatisfied
475247,126014,Female,Loyal Customer,22,Personal Travel,Eco,1140,4,4,0,4,4,5,5,4,5,5,4,5,2,4,67,82.0,neutral or dissatisfied
3146396,95769,Male,Loyal Customer,59,Business travel,Business,3032,2,4,2,3,3,3,3,3,4,5,5,4,4,3,0,0.0,satisfied
5374434,54012,Male,Loyal Customer,19,Personal Travel,Eco Plus,1269,2,4,2,4,1,3,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
9115548,46059,Female,Loyal Customer,48,Business travel,Business,1004,3,3,3,3,3,3,2,3,3,3,4,3,3,3,0,0.0,neutral or dissatisfied
14439268,118609,Female,Loyal Customer,15,Business travel,Eco,963,1,0,0,4,4,0,4,1,1,1,1,3,3,4,0,0.0,neutral or dissatisfied
2294806,93878,Female,disloyal Customer,27,Business travel,Business,180,2,2,2,2,2,2,2,2,4,2,4,5,2,4,88,119.0,neutral or dissatisfied
608326,97653,Female,disloyal Customer,15,Business travel,Eco Plus,491,4,4,1,4,2,1,1,2,2,2,2,2,2,2,4,11.0,neutral or dissatisfied
531131,99759,Male,Loyal Customer,30,Business travel,Business,3477,3,3,3,5,2,4,2,2,2,3,3,3,2,2,88,19.0,neutral or dissatisfied
2112424,84428,Male,disloyal Customer,21,Business travel,Eco,135,2,2,2,4,5,2,5,4,1,3,4,4,4,4,0,0.0,neutral or dissatisfied
14079542,127243,Male,Loyal Customer,18,Personal Travel,Eco Plus,753,1,4,1,1,2,1,2,2,5,5,5,5,5,2,0,11.0,neutral or dissatisfied
12867684,24382,Female,Loyal Customer,49,Business travel,Business,2706,2,2,2,2,3,2,3,4,4,4,4,1,4,3,0,0.0,satisfied
9935378,31819,Male,Loyal Customer,46,Business travel,Business,1947,4,1,1,1,3,4,3,5,5,5,5,3,5,3,0,0.0,satisfied
13509838,91632,Male,Loyal Customer,58,Personal Travel,Eco,281,3,5,3,3,2,3,2,2,2,4,4,3,2,2,30,28.0,neutral or dissatisfied
9222576,41888,Male,Loyal Customer,46,Business travel,Business,2075,4,4,4,1,4,4,4,4,4,4,4,3,5,4,0,0.0,satisfied
12624482,16612,Male,Loyal Customer,61,Personal Travel,Eco,88,1,1,1,1,1,1,1,1,4,4,3,1,3,1,0,0.0,neutral or dissatisfied
7108595,6015,Female,Loyal Customer,56,Business travel,Business,4196,4,1,1,1,3,5,4,5,4,4,5,5,5,4,0,3.0,satisfied
14362042,17958,Female,Loyal Customer,50,Business travel,Business,331,2,2,2,3,2,5,5,2,4,2,4,3,2,5,25,14.0,satisfied
16582331,103142,Female,Loyal Customer,26,Personal Travel,Business,751,4,4,4,4,2,5,5,3,3,3,3,4,4,3,0,5.0,neutral or dissatisfied
13004729,119458,Male,Loyal Customer,18,Business travel,Eco,180,5,1,5,1,5,5,5,5,4,4,4,4,5,5,0,0.0,satisfied
10297606,108998,Female,Loyal Customer,64,Business travel,Business,3411,2,2,2,3,1,2,3,1,3,2,4,2,4,3,17,3.0,neutral or dissatisfied
11130256,105238,Female,Loyal Customer,37,Business travel,Business,2489,3,3,3,1,4,4,5,5,5,5,4,3,5,4,4,15.0,satisfied
154884,106976,Female,Loyal Customer,55,Business travel,Business,1724,5,5,5,5,4,5,4,4,3,3,4,5,5,4,15,1.0,satisfied
5021490,45862,Male,Loyal Customer,56,Business travel,Business,882,5,1,2,2,5,5,5,3,3,4,4,3,4,5,0,0.0,satisfied
3150997,88329,Female,Loyal Customer,25,Personal Travel,Eco,364,2,1,2,1,4,2,2,1,1,3,1,2,1,4,89,51.0,neutral or dissatisfied
6646042,103799,Male,disloyal Customer,43,Business travel,Business,643,1,0,1,3,3,1,3,3,5,5,4,3,5,3,14,12.0,satisfied
12128384,6518,Female,Loyal Customer,52,Personal Travel,Eco Plus,881,2,2,2,3,3,2,5,3,1,1,4,2,4,3,0,0.0,neutral or dissatisfied
2581447,44785,Female,disloyal Customer,11,Business travel,Business,921,1,1,4,3,2,1,2,2,4,5,5,3,5,1,0,2.0,satisfied
1735161,103447,Female,Loyal Customer,23,Business travel,Eco,342,2,4,3,3,4,3,4,4,2,2,2,1,2,4,6,0.0,neutral or dissatisfied
10860542,82396,Male,Loyal Customer,11,Personal Travel,Eco,635,4,4,4,3,5,4,5,2,5,3,5,2,5,5,0,0.0,satisfied
12814074,92271,Female,disloyal Customer,21,Business travel,Business,488,2,2,2,4,4,2,2,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
15326718,93916,Female,Loyal Customer,23,Personal Travel,Eco Plus,1157,2,5,1,3,4,2,2,1,2,3,5,2,4,3,13,5.0,neutral or dissatisfied
9065582,24413,Female,Loyal Customer,57,Personal Travel,Eco Plus,321,1,4,3,4,3,3,3,1,1,1,1,1,1,3,42,35.0,neutral or dissatisfied
1996020,126777,Female,disloyal Customer,22,Business travel,Eco,372,2,2,2,3,3,2,2,3,1,2,3,1,3,4,0,0.0,neutral or dissatisfied
9576507,23782,Female,Loyal Customer,14,Personal Travel,Eco,39,1,0,0,3,1,0,1,1,3,1,3,3,3,2,0,0.0,neutral or dissatisfied
1371239,77062,Female,Loyal Customer,17,Personal Travel,Eco,1056,4,4,4,4,1,4,3,1,1,1,1,4,1,4,4,10.0,neutral or dissatisfied
4294640,42555,Female,Loyal Customer,60,Business travel,Eco Plus,159,5,5,5,5,2,3,2,2,2,1,2,3,2,2,13,2.0,neutral or dissatisfied
15118649,1144,Female,Loyal Customer,43,Business travel,Business,2221,4,4,4,4,1,4,1,1,3,4,4,4,3,1,0,0.0,satisfied
3600988,5885,Female,Loyal Customer,60,Business travel,Business,3371,5,3,3,3,3,5,3,3,1,1,5,3,3,3,14,7.0,satisfied
16577705,40694,Female,Loyal Customer,28,Personal Travel,Eco,330,1,5,0,1,3,0,3,3,3,5,3,2,3,5,0,36.0,neutral or dissatisfied
12972447,16004,Female,Loyal Customer,47,Personal Travel,Eco Plus,431,3,1,3,3,2,2,2,5,1,3,5,1,5,2,7,7.0,neutral or dissatisfied
1151307,86986,Female,Loyal Customer,59,Personal Travel,Eco,678,3,4,3,1,5,3,5,5,3,4,4,5,4,5,0,0.0,neutral or dissatisfied
3685986,18133,Male,Loyal Customer,53,Personal Travel,Eco,166,2,4,4,4,2,2,2,2,1,1,3,4,2,2,37,0.0,neutral or dissatisfied
2795703,37318,Female,disloyal Customer,20,Business travel,Eco,776,2,0,2,3,5,1,1,2,2,1,3,1,2,4,63,31.0,neutral or dissatisfied
9253867,51884,Female,Loyal Customer,50,Personal Travel,Eco,971,1,1,1,1,5,4,5,5,1,1,1,5,1,5,0,0.0,neutral or dissatisfied
11515829,31968,Male,Loyal Customer,19,Personal Travel,Eco Plus,324,4,4,1,5,5,4,5,5,2,5,2,5,2,5,17,4.0,neutral or dissatisfied
13504261,105283,Male,disloyal Customer,25,Business travel,Business,969,3,2,5,5,2,3,1,1,3,5,3,4,3,2,36,32.0,neutral or dissatisfied
2997127,73963,Female,Loyal Customer,43,Business travel,Business,2144,4,2,2,2,3,4,5,1,4,4,4,4,4,1,3,0.0,satisfied
630932,64361,Male,Loyal Customer,22,Business travel,Business,3574,4,4,4,4,5,4,5,5,5,5,5,4,5,5,4,0.0,satisfied
7039360,99802,Female,disloyal Customer,35,Business travel,Eco,210,2,2,4,4,2,2,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
16607876,26236,Female,Loyal Customer,35,Business travel,Eco Plus,948,5,0,4,3,5,4,5,4,4,5,5,5,5,4,12,2.0,satisfied
10657843,97765,Male,Loyal Customer,59,Personal Travel,Eco Plus,994,2,3,1,3,4,1,4,2,2,2,2,1,2,4,11,17.0,neutral or dissatisfied
16150858,96520,Female,Loyal Customer,41,Business travel,Business,1815,3,3,3,3,5,3,4,5,3,5,4,4,5,5,12,11.0,neutral or dissatisfied
16412067,23971,Male,Loyal Customer,14,Personal Travel,Eco Plus,255,1,4,1,4,5,1,5,2,2,5,5,5,4,2,0,0.0,neutral or dissatisfied
15347706,89303,Female,Loyal Customer,23,Business travel,Business,651,1,1,1,1,2,1,5,5,2,5,5,4,2,5,33,23.0,neutral or dissatisfied
4157301,-909,Female,Loyal Customer,62,Business travel,Business,2389,5,2,2,2,2,5,4,2,3,1,5,4,5,4,88,31.0,satisfied
1597283,124227,Female,disloyal Customer,17,Personal Travel,Eco,885,4,4,4,4,5,0,1,4,4,4,4,1,4,5,0,0.0,satisfied
14870666,85308,Male,Loyal Customer,16,Business travel,Eco Plus,995,1,5,1,3,0,1,0,4,4,4,3,3,3,0,305,262.0,neutral or dissatisfied
4380732,122165,Male,disloyal Customer,29,Business travel,Business,362,2,4,3,3,1,2,1,1,4,4,4,5,5,1,10,3.0,neutral or dissatisfied
9870737,22012,Male,Loyal Customer,56,Business travel,Business,907,2,4,2,2,2,2,2,5,5,5,5,3,5,3,2,2.0,satisfied
15812259,88201,Female,Loyal Customer,55,Personal Travel,Business,2437,2,2,2,3,2,2,2,2,1,2,3,3,4,2,0,1.0,neutral or dissatisfied
14096333,1930,Female,Loyal Customer,24,Business travel,Eco Plus,1525,0,2,0,4,5,0,5,3,3,2,3,5,3,4,0,0.0,satisfied
16709498,1275,Female,Loyal Customer,45,Personal Travel,Eco,84,4,4,0,2,3,0,3,3,3,0,3,3,2,3,4,0.0,satisfied
186724,102719,Male,Loyal Customer,22,Business travel,Business,249,0,0,0,5,4,5,4,4,4,2,2,5,5,4,6,0.0,satisfied
14537523,94400,Male,Loyal Customer,31,Personal Travel,Eco,600,2,4,2,3,2,2,2,2,5,3,4,5,4,2,74,80.0,neutral or dissatisfied
294831,97706,Female,disloyal Customer,38,Business travel,Business,156,2,2,2,4,1,2,1,1,4,3,3,4,4,4,70,105.0,neutral or dissatisfied
1375390,94407,Female,Loyal Customer,10,Business travel,Eco,365,2,2,2,3,2,1,1,0,2,2,3,1,2,3,3,13.0,neutral or dissatisfied
15883880,85817,Male,Loyal Customer,27,Personal Travel,Eco Plus,452,4,1,4,4,3,4,3,3,2,5,5,1,5,4,0,0.0,neutral or dissatisfied
12001326,93180,Female,Loyal Customer,60,Business travel,Business,2586,0,3,5,3,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
7219698,89364,Male,Loyal Customer,16,Personal Travel,Eco,1228,2,2,2,4,2,2,2,2,3,3,3,3,3,2,19,4.0,neutral or dissatisfied
2748397,87274,Male,Loyal Customer,33,Personal Travel,Eco Plus,220,1,4,1,3,4,4,5,5,4,4,4,5,4,4,75,176.0,neutral or dissatisfied
10808453,102984,Female,Loyal Customer,57,Business travel,Business,3123,4,1,5,3,2,4,4,5,1,4,5,3,5,3,12,36.0,satisfied
1028882,105160,Male,disloyal Customer,12,Business travel,Eco,779,4,0,4,4,2,1,2,5,3,3,4,4,5,2,0,0.0,neutral or dissatisfied
5800589,123736,Female,Loyal Customer,16,Personal Travel,Eco,1338,3,5,3,3,3,3,3,3,4,4,4,4,4,3,2,11.0,neutral or dissatisfied
13696986,112535,Male,disloyal Customer,23,Business travel,Eco Plus,308,1,3,3,4,4,3,3,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied
12119487,116473,Male,Loyal Customer,46,Personal Travel,Eco,138,1,5,0,4,4,0,1,4,1,4,1,3,4,4,12,0.0,neutral or dissatisfied
5109837,60656,Male,Loyal Customer,56,Business travel,Business,293,3,2,2,3,3,4,3,3,1,2,1,3,1,3,4,0.0,neutral or dissatisfied
6349330,91089,Male,Loyal Customer,58,Business travel,Business,268,4,5,5,2,4,4,4,4,4,2,2,3,5,4,12,11.0,satisfied
14270500,29790,Female,Loyal Customer,28,Personal Travel,Business,325,3,3,3,3,3,3,3,3,2,2,3,1,2,3,0,6.0,neutral or dissatisfied
8990831,79648,Female,Loyal Customer,56,Personal Travel,Business,1812,4,4,5,4,2,4,5,2,1,2,1,3,1,2,69,74.0,satisfied
13387686,88035,Female,Loyal Customer,22,Business travel,Business,516,5,2,5,3,2,4,2,2,3,5,3,3,3,2,5,0.0,satisfied
9358614,29832,Male,Loyal Customer,45,Personal Travel,Eco,739,1,5,0,4,4,2,3,5,4,5,3,1,3,5,0,0.0,neutral or dissatisfied
9655197,55232,Female,Loyal Customer,52,Business travel,Eco Plus,298,1,1,1,4,4,2,4,0,1,1,3,2,2,4,0,0.0,neutral or dissatisfied
2202163,95835,Male,Loyal Customer,32,Business travel,Business,262,3,5,5,5,4,5,4,4,3,3,3,4,3,4,4,0.0,neutral or dissatisfied
16109223,126231,Male,Loyal Customer,55,Business travel,Business,160,5,2,5,5,2,5,5,4,4,5,5,4,5,4,12,30.0,satisfied
3481472,80693,Female,disloyal Customer,30,Business travel,Eco Plus,266,2,2,2,2,1,2,1,1,4,4,4,5,4,1,0,0.0,neutral or dissatisfied
9210690,86913,Female,Loyal Customer,28,Personal Travel,Eco,2022,1,1,1,1,1,3,1,3,3,3,3,4,4,1,15,17.0,neutral or dissatisfied
4585772,14034,Male,Loyal Customer,55,Business travel,Business,915,5,5,5,5,4,2,5,4,4,5,1,3,5,4,154,5.0,satisfied
10751204,39649,Female,disloyal Customer,48,Business travel,Business,402,1,0,3,3,4,4,4,4,4,3,4,3,3,4,0,0.0,neutral or dissatisfied
11442700,60651,Female,Loyal Customer,30,Business travel,Business,812,3,4,5,5,3,2,3,3,3,3,4,5,3,3,0,0.0,neutral or dissatisfied
10072401,72700,Male,disloyal Customer,17,Business travel,Eco,824,4,4,4,4,2,5,2,2,1,5,5,3,5,2,0,0.0,neutral or dissatisfied
9743295,36714,Male,Loyal Customer,59,Business travel,Business,202,3,3,3,3,5,3,5,5,5,3,5,1,5,5,3,0.0,neutral or dissatisfied
4167395,1922,Male,Loyal Customer,29,Personal Travel,Eco Plus,208,4,4,4,4,1,1,1,3,2,3,3,3,4,1,33,3.0,neutral or dissatisfied
1512127,9927,Female,disloyal Customer,55,Business travel,Eco Plus,282,2,1,1,3,3,2,3,3,2,3,3,1,3,3,180,139.0,neutral or dissatisfied
10970468,100128,Female,Loyal Customer,59,Business travel,Business,3711,5,5,5,2,2,5,4,5,5,5,5,3,5,3,12,22.0,satisfied
8116414,1645,Male,Loyal Customer,30,Personal Travel,Business,463,1,4,1,4,1,1,1,1,5,4,4,4,4,1,14,0.0,neutral or dissatisfied
3709673,90265,Male,Loyal Customer,58,Business travel,Business,3883,3,2,2,3,5,5,5,5,3,5,3,3,3,5,8,4.0,satisfied
8436538,17941,Male,Loyal Customer,32,Business travel,Business,979,4,2,4,2,4,5,4,4,3,4,3,3,3,4,0,0.0,satisfied
13539098,72918,Male,Loyal Customer,27,Personal Travel,Eco,1017,2,4,2,2,4,2,5,5,5,5,5,5,5,5,13,0.0,neutral or dissatisfied
1685332,27347,Male,Loyal Customer,52,Personal Travel,Eco Plus,142,5,5,2,2,2,4,1,4,4,4,4,3,4,3,5,5.0,neutral or dissatisfied
10674934,11056,Female,Loyal Customer,59,Personal Travel,Eco Plus,348,4,1,0,4,4,4,4,4,1,1,1,1,4,4,11,2.0,neutral or dissatisfied
10339429,1849,Female,Loyal Customer,36,Personal Travel,Eco Plus,790,5,5,0,1,2,0,1,2,4,5,4,5,4,1,1,3.0,satisfied
12948726,97539,Female,Loyal Customer,59,Personal Travel,Eco Plus,1101,2,4,2,2,2,5,5,5,5,2,5,5,4,5,0,5.0,satisfied
8958474,89179,Male,Loyal Customer,58,Business travel,Business,264,5,2,5,5,5,5,5,5,3,4,5,3,4,5,9,4.0,satisfied
7555839,104955,Female,Loyal Customer,26,Business travel,Business,1755,1,4,1,5,3,1,3,3,5,2,3,4,3,3,16,6.0,satisfied
13896049,105009,Male,disloyal Customer,14,Business travel,Eco,738,2,0,2,3,1,2,1,1,1,1,4,2,4,1,4,0.0,neutral or dissatisfied
16543701,81936,Female,Loyal Customer,63,Business travel,Business,2812,2,2,2,1,3,4,5,3,4,4,4,5,4,3,0,0.0,satisfied
4447108,83606,Female,Loyal Customer,48,Business travel,Business,807,4,4,4,1,2,5,5,2,4,4,5,5,2,5,0,0.0,satisfied
1777245,104399,Female,disloyal Customer,23,Business travel,Business,1092,4,0,4,3,2,4,2,2,1,3,3,5,3,2,14,16.0,satisfied
14528664,14568,Female,Loyal Customer,27,Personal Travel,Eco,218,2,3,2,3,3,5,3,2,3,4,1,2,1,2,143,146.0,neutral or dissatisfied
14757610,56612,Male,Loyal Customer,50,Personal Travel,Eco,191,3,3,3,3,4,3,3,2,2,3,4,5,4,4,0,15.0,neutral or dissatisfied
6549135,101136,Female,Loyal Customer,32,Business travel,Business,2360,3,4,4,4,3,3,3,3,3,5,3,4,4,3,0,0.0,satisfied
16584906,51266,Female,Loyal Customer,44,Business travel,Business,2338,5,5,5,5,2,4,3,3,4,4,4,3,5,3,0,0.0,satisfied
11845475,49689,Male,disloyal Customer,34,Business travel,Business,1048,4,4,4,3,2,4,5,5,5,5,5,4,5,5,18,24.0,satisfied
13598523,108445,Female,Loyal Customer,59,Business travel,Business,2181,5,5,5,5,2,5,4,2,5,2,2,4,5,5,3,29.0,satisfied
11541668,22966,Male,Loyal Customer,8,Personal Travel,Eco Plus,522,1,5,1,1,4,2,2,2,4,1,4,2,5,2,0,0.0,neutral or dissatisfied
15498712,98242,Male,Loyal Customer,44,Business travel,Business,2441,4,2,4,2,3,4,5,5,5,5,5,3,5,5,14,1.0,satisfied
11206663,8375,Male,Loyal Customer,43,Business travel,Business,878,5,5,5,5,2,5,3,2,3,5,4,4,3,2,70,0.0,satisfied
5608628,1837,Male,Loyal Customer,29,Business travel,Business,181,0,1,0,1,5,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
368288,77936,Male,Loyal Customer,55,Business travel,Business,1392,4,4,4,1,3,4,3,3,1,3,2,3,3,3,0,0.0,neutral or dissatisfied
4743348,89954,Male,Loyal Customer,15,Business travel,Eco,1355,3,3,3,3,4,4,4,4,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
9909057,52204,Male,Loyal Customer,55,Personal Travel,Eco,688,2,4,2,3,5,2,5,5,1,1,1,4,1,5,9,18.0,neutral or dissatisfied
13353784,41396,Male,Loyal Customer,60,Business travel,Eco Plus,3622,3,5,5,5,3,5,5,3,3,5,5,3,5,4,3,15.0,neutral or dissatisfied
256433,84283,Male,Loyal Customer,43,Business travel,Business,3270,3,2,3,2,3,4,1,3,3,3,3,1,3,3,23,39.0,neutral or dissatisfied
9752333,90057,Male,Loyal Customer,37,Personal Travel,Eco,1169,1,1,1,1,4,4,4,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied
5648879,69711,Female,disloyal Customer,22,Business travel,Eco,681,1,1,1,1,3,1,3,3,3,4,4,4,5,3,0,0.0,satisfied
6799496,28975,Male,Loyal Customer,60,Business travel,Business,1309,4,1,4,3,3,5,3,3,4,4,4,3,4,3,0,4.0,satisfied
5243871,1346,Male,Loyal Customer,17,Personal Travel,Eco Plus,81,0,0,0,1,4,0,4,4,4,5,4,4,4,4,0,0.0,satisfied
14734811,129481,Male,disloyal Customer,26,Business travel,Business,1059,4,3,1,3,2,4,2,2,1,3,4,3,5,3,17,35.0,satisfied
171962,84352,Female,disloyal Customer,21,Business travel,Eco,491,3,1,3,3,2,3,2,3,3,3,3,3,3,1,18,28.0,neutral or dissatisfied
